filename,genre,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
07_-_Head_Over_Heels__Broken.mp3,non_prog,0.4015466920119781,0.2676216661930084,3083.656198984791,3415.7697997411733,6570.545784513958,55.320874075937795,-49.32986736717302,141.5518278909461,-38.44192330141265,35.51125254893991,-20.054324478677117,25.196720206504974,-13.373804053454018,11.699229159650843,-9.382345088853214,6.050790031698621,-7.92413919670425,6.631376249422801,-3.990729042004813,-1.8038655937502872,-4.274704367343391,-3.4760391045791534,-3.339747015182465,-2.599087437451919,-1.4020558655181645,-4.381049820594178
06_-_Cruel_Summer.mp3,non_prog,0.46735698540733117,0.30337607860565186,3361.8370390554724,3532.2539861699365,7172.963406111896,90.83246191272154,-33.099786513936955,135.58576790999825,-46.102369328131644,47.30526521578045,-23.03914244860548,28.770639373305386,-15.47715877436187,20.777446376702066,-8.003864057131388,9.520566554734446,-6.40729256671228,-3.9716367992278245,1.4219905038330685,-11.170116031340807,6.513935307736012,-3.1881192155624745,6.173974413244073,-2.8648386657677767,0.7970996509996784,-1.313562261053347
01_-_owner_of_a_lonely_heart_320_lame_cbr.mp3,non_prog,0.40774747375956566,0.06866858154535294,3407.9192691924263,3773.559860228764,7282.0094275388265,66.53346144062232,-213.48694213929082,128.8528406289918,-30.320373152692692,23.385472808956596,-0.06275442663093829,9.202731122774022,-6.676800747797244,7.460739445234031,-7.363506777127402,2.7581132587242694,-4.147082475371216,4.746743992865269,-7.188169683081365,1.0372490814844681,-7.2068339187468755,-0.43747049725656517,-3.0933751857041605,3.944893655672094,-1.8096802481880316,1.5170580512097518
07_-_Wake_Up.mp3,non_prog,0.45010407726229157,0.2542273998260498,2395.34601519142,2798.64156978306,4813.070489798634,37.93923357940253,-76.15136266283525,163.16403424450317,-46.604283802453416,45.792677219137296,-3.609569449716351,18.655728362143805,-8.917826112673154,11.222121120458144,-3.762216306063818,4.740028428885679,-3.7580471541226057,-0.5882141283732951,-3.661282463407179,-0.5468620374543978,-1.7924963187618541,-1.2734728045266517,-4.71749175690648,-2.908102722024322,-1.920530690313337,-1.2032792980539844
08_-_Anarchy_In_The_U.K.mp3,non_prog,0.42548948369822925,0.18746699392795563,2561.137273404338,2791.486242747649,4762.096575757007,72.72319513412471,-90.37700157817329,165.98475245916993,-59.694829539473204,31.289275240702395,-10.334144640792521,26.53713136181797,-19.02628725715817,8.110565577018972,-2.413223788995917,10.210289284065128,-2.663685028662003,3.1167446922969364,-3.597233906483859,1.4314049205379211,2.178563010554243,1.0282433528461064,-0.18784951073715972,-0.22237997062476622,-0.9330504419411499,-4.030256557173368
Collective_Soul_The_World_I_Know.mp3,non_prog,0.4749719977551312,0.17671115696430206,3405.2520306288347,3884.8169066599467,7563.598188920455,64.5072584618793,-96.48186256189959,128.64501408725454,-18.850010047915102,42.908710810591884,-7.6931332718544985,29.574194325026024,-12.378319346955449,16.162519420139265,-7.249241054784586,11.673685789804333,-8.108413382488244,4.180682808360404,-6.300548257398852,4.4689434663403835,-2.7823811124202336,4.081949430312926,-3.265007260577579,-0.3474044793934157,-2.7914437889977366,-2.215624412102756
27.-The-Chainsmokers---Paris.mp3,non_prog,0.4988168575185228,0.2505469024181366,2856.2264595132274,3533.79544873105,6501.19691434279,49.61893706303672,-133.30027972507997,124.6311127260735,3.1979735986657176,39.32787265291493,-6.875120535056949,26.674803601588934,-16.41075151154982,13.143214805858507,-4.447415238366939,3.3287069955887505,-2.0375058538598245,7.402440121006282,-0.228411900934424,3.4425949620431515,0.6360707118860648,1.1262369349303931,0.2390380122214639,1.3560638398521616,2.350364126367875,-1.2871753252079718
10_-_2000_Miles_.mp3,non_prog,0.41860801620714594,0.09263362735509872,2571.3854920008785,2678.3830212068483,4896.024103742703,80.26251306431584,-186.6759396727649,158.45184683882994,-58.70520870360191,36.49965407974654,-10.633083246905796,32.870305105167645,-9.903867295237879,9.668820721029554,1.4076900135143218,-1.880362706808564,12.001772518157678,-7.38947737631878,8.747325319632308,-4.645042646443271,2.951781930118105,-4.147668537353268,0.143552644238048,-1.809314530276684,-7.006840652194294,0.5835802898156609
17_-_Cross_Road_Blues_(take_1).mp3,non_prog,0.32723456980906274,0.05900191888213158,1560.0791509951423,2028.6463553639774,2760.202721466456,49.19237902304854,-320.5115883304455,153.09831420605232,-27.948380332220214,-12.315357126088994,17.825958114155693,-8.358944524854582,-16.831582618740782,-10.871216764405704,-14.960794256632262,-20.13885807919018,-18.449166088503453,-13.695375072943866,-12.514891607168787,-13.17582320176468,-11.924808546079245,-12.41876672348701,-13.906069948541123,-13.30473845135019,-13.480217401110187,-13.862535157850367
04_-_Suspended_in_Gaffa.mp3,non_prog,0.40952039772812054,0.08865655958652496,2308.0225751804787,2802.334950557737,4661.81034703919,48.22635042798816,-213.63269641005976,149.9581975158731,-25.79310529144464,38.157488640024596,-1.5079002093390785,15.587287232023078,-9.211347274963344,3.516131275492241,-0.3659645651735451,-0.7760005876981848,1.525004441768864,2.0155255869171707,-0.672287860278067,0.6680524144753361,2.2951290461879794,-2.9298977507111137,-2.44887189655324,-1.6658113565461565,-1.8610775329071967,-2.7489925814822906
Disintegration-The_Cure-09-The_Same_Deep_Water_as_You.mp3,non_prog,0.4704829118806536,0.0922989472746849,2015.661838808166,2823.4999441207797,4005.8191611102934,16.104676690924574,-210.84883621666893,164.29868047259225,-19.1823502520609,29.652196224861928,6.830809677500125,14.28583590345253,-2.7602032452730683,7.841888964374846,-7.270931760852532,3.995562743317721,-6.039560244666356,4.083915411209,-4.850663924914412,2.268770372802526,-1.2495030855879694,0.43023656919846304,-3.3427405293404253,-1.1648586761023405,0.7028221879972547,-0.5730298544481064
04._Air_Supply_-_All_Out_Of_Love.mp3,non_prog,0.4075290621212233,0.11837700754404068,2711.4879842472897,3108.2175587386782,5596.5207679249415,62.083914393261786,-161.07376766920595,145.33046873813169,-31.72509676425026,35.14133790178127,-5.295130623423114,18.48324456112933,-13.264521983134541,14.140283815177572,-5.867029110043571,-0.79714159310025,-1.8339440473413937,4.089072451099436,-2.5927347340925753,-0.3751697729396472,1.36079636374445,-3.0132661549355952,-2.6802322687242572,-0.20760095281125387,-1.721686405632347,-3.303423001290005
04_-_One_(LP_Version).mp3,non_prog,0.5017420205445879,0.13979291915893555,3249.9094993643303,3295.698064517197,6204.893609419597,41.8496440485145,-149.26494926276382,108.92311143688644,-44.4181753078262,39.67654929672776,20.964246543451726,30.60114991735509,-8.990308231768935,10.92565137184016,2.4373424003120494,11.389599315167946,-6.271400040394965,0.9146090340770642,0.06270193960039756,3.1055657477223018,-5.03016060089658,-0.8670643798588075,-5.298624405872824,0.14044239823655658,-0.105005062329908,-1.2194974048505915
06_The_Temple_of_the_King.mp3,non_prog,0.42498821034609086,0.11275813728570938,1873.1956845217446,2516.310766604961,3719.23881242297,31.729115836057698,-218.12128707696593,165.39432851197148,-23.874383928924736,26.94043066103272,17.871651789028167,11.713990731325296,-8.461380742065067,5.997330471474107,-0.7047541342086009,5.130049128865674,3.9691424600701484,-0.6227879221961548,-7.9534579103849445,-1.36995649491133,-5.350146088295647,-7.108203785239786,-4.23041777319752,-2.5555151980293473,-4.486217768256155,-7.210552585836099
03_-_Take_Five_(LP_Version).mp3,non_prog,0.48021862663631565,0.0764591321349144,2264.507036246412,2908.572837544977,4518.760056670769,19.40298146019268,-204.75192137592077,162.86058407766336,-34.45153517795843,37.08228362560684,-7.101839228290678,16.828650134159837,-1.924815639161001,3.361213311408406,-1.340187835665314,1.587639431222155,-0.11218167839570815,-0.25036298801612983,-3.444358506429195,1.9541684304475484,0.09698273077070045,1.583078694651796,-1.186096363880331,-1.8479816291669349,2.0662983989915253,-1.6587114253217567
06._Enjoy_The_Silence.mp3,non_prog,0.4021799198078609,0.12647667527198792,2649.620408739176,3434.8750868508623,5589.118827511911,32.90420408486739,-195.2805379285847,147.29631421574,-6.957491323326284,20.545234894743146,-3.889410171154112,15.518539045040512,-9.796567855485883,8.86994558376456,-3.2367148407757966,3.322247747095545,-7.1260946615580005,5.020246580190023,-1.8762821555831581,1.8297716552178431,0.24118256541746844,1.075065224423422,-3.1805852713636855,-0.020121917558678242,-0.056545737308700175,-0.28019263153952134
06_Californication.mp3,non_prog,0.5043750646274073,0.30443400144577026,2638.2754550704653,3171.797217950962,5520.05219849806,35.69255817243276,-88.06165344530997,137.46840407544803,-30.481881211281205,49.740440014509446,4.489798895863881,31.24349067349308,-0.452925928936694,7.086172452722948,2.2069098295849505,6.6329104095438005,-3.6298107324690974,4.760948246560444,1.0105711507492596,6.715354005350753,-4.938407931011587,2.4162361830282073,-7.054553503077404,0.3668960478582689,-1.730806708885392,-2.412960478222094
